element_type,osmid,access,amenity,fee,parking,geometry,created_by,capacity,capacity:disabled,capacity:parent,maxheight,name,opening_hours,operator,wheelchair,source,noexit,barrier,charge,layer,maxstay,capacity:women,operator:wikidata,operator:wikipedia,bicycle,foot,note,motorcar,park_ride,description,operator:type,surface,addr:street,addr:city,addr:country,addr:housenumber,addr:postcode,survey:date,covered,capacity:wheelchair,designation,highway,capacity:car,capacity:motorcycle,alt_name,traffic_sign,website,hgv,access:conditional,parking:orientation,nodes,supervised,building,building:facade:colour,building:levels,building:levels:underground,building:material,building:max_level,building:min_level,roof:colour,roof:levels,roof:shape,name:etymology:wikidata,toll,capacity:long,source:maxheight,lit,smoothness,source:position,height,check_date:opening_hours,toilets:wheelchair,landuse,location,nohousenumber,ref,unimainz:buildingId,capacity:charging,fixme,bridge,check_date:fee,tourist_bus,FIXME,orientation,parking:condition,ways,type
way,561266404,private,parking,,surface,"POLYGON ((8.2239057 49.9938884, 8.224049 49.9939141, 8.2240844 49.9938577, 8.224163 49.9938339, 8.2243817 49.9932922, 8.2244729 49.9930529, 8.2233049 49.9928653, 8.2232905 49.9929011, 8.2230815 49.9934156, 8.223288 49.9934503, 8.2233357 49.9933344, 8.2235021 49.9933622, 8.2235622 49.9932225, 8.2233727 49.9931879, 8.2234365 49.9930279, 8.2242099 49.9931564, 8.2241417 49.9933196, 8.22377 49.9932576, 8.223717 49.9933912, 8.2240762 49.993451, 8.2239057 49.9938884))",,,,,,,,Aareon AG,,,,,,,,,,,,,,,,,,paved,,,,,,,,,,,,,,,,,,,"[5412290512, 5412290513, 5412290514, 5412290515, 5412290516, 5412290517, 5412290518, 2733509038, 5412290519, 5412290520, 5412298721, 5412298722, 5412298723, 5412298724, 5412298725, 5412298726, 5412298727, 5412298728, 5412298729, 5412298730, 5412290512]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,561266405,yes,parking,no,surface,"POLYGON ((8.2231755 49.9939517, 8.2239421 49.9940755, 8.22393 49.9940408, 8.2231403 49.9939092, 8.2231755 49.9939517))",,,,,,,,,,,,,,,,,,,,,,,,,,paved,,,,,,,,,,,,,,,,,,,"[5412298731, 5412298732, 5412298733, 5412298734, 5412298731]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,561266406,yes,parking,no,street_side,"POLYGON ((8.2242311 49.9941422, 8.22462 49.9942086, 8.2245931 49.9941693, 8.2242007 49.994096, 8.2242311 49.9941422))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5412298735, 5412298736, 5412298737, 5412298738, 5412298735]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,561266407,yes,parking,no,street_side,"POLYGON ((8.2242038 49.9942796, 8.2245515 49.9943362, 8.2245286 49.9942937, 8.2241711 49.9942345, 8.2242038 49.9942796))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5412298739, 5412298740, 5412298741, 5412298742, 5412298739]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,561266408,yes,parking,no,street_side,"POLYGON ((8.223089 49.9941055, 8.2238962 49.9942429, 8.2238615 49.9941856, 8.2230704 49.9940533, 8.223089 49.9941055))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5412298743, 5412298744, 5412298745, 5412298746, 5412298743]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,561266409,yes,parking,no,street_side,"POLYGON ((8.2209501 49.9937461, 8.2223098 49.9939749, 8.2222747 49.9939195, 8.2209118 49.9936896, 8.2209501 49.9937461))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5412298747, 5412298748, 5412298749, 5412298750, 5412298747]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,561266410,yes,parking,no,street_side,"POLYGON ((8.2210075 49.993599, 8.2223637 49.9938234, 8.2223428 49.9937766, 8.2209724 49.9935454, 8.2210075 49.993599))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5412298751, 5412298752, 5412298753, 5412298754, 5412298751]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,562403085,yes,parking,no,surface,"POLYGON ((8.2379826 49.9826094, 8.237973 49.9825863, 8.2385278 49.9824911, 8.2385374 49.9825142, 8.2379826 49.9826094))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5421897727, 1646334538, 5421897728, 1646334535, 5421897727]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,562445141,customers,parking,no,surface,"POLYGON ((8.177213 49.9842797, 8.1773135 49.9842738, 8.1772449 49.9840924, 8.1772123 49.9840579, 8.1771586 49.9840665, 8.177174 49.984106, 8.177213 49.9842797))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5422204880, 5422204881, 5422204882, 5422204883, 5422204884, 5422204885, 5422204880]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,562445142,customers,parking,,surface,"POLYGON ((8.1770281 49.984186, 8.1770889 49.9841931, 8.1770759 49.9842395, 8.1770151 49.9842325, 8.1770281 49.984186))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5422204886, 5422204887, 5422204888, 5422204889, 5422204886]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,562445143,customers,parking,,surface,"POLYGON ((8.1770126 49.9840902, 8.1770506 49.9840874, 8.1770319 49.98398, 8.1769938 49.9839828, 8.1770063 49.984054, 8.1770126 49.9840902))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5422204890, 5422204891, 5422204892, 5422204893, 8871590089, 5422204890]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,562997530,private,parking,,surface,"POLYGON ((8.2937105 49.9779781, 8.2937625 49.9779185, 8.2939973 49.9780026, 8.2939483 49.9780624, 8.2937105 49.9779781))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[6207391719, 523761460, 523761467, 6207391718, 6207391719]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,569094828,private,parking,,surface,"POLYGON ((8.2397782 49.9925945, 8.2399632 49.9926318, 8.2402314 49.9921145, 8.2401674 49.9921001, 8.2400386 49.9920733, 8.2397782 49.9925945))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5473890493, 5473890494, 5473890495, 2412160497, 5473890496, 5473890493]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,569094833,yes,parking,no,surface,"POLYGON ((8.2403722 49.9921319, 8.2403953 49.9920851, 8.2405984 49.9916734, 8.240772 49.9917088, 8.2405456 49.9921673, 8.2403722 49.9921319))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5473890509, 5483503211, 5473890510, 5473890511, 5473890514, 5473890509]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,575557982,customers,parking,no,surface,"POLYGON ((8.2057525 50.0021707, 8.2059429 50.0019216, 8.2067987 50.0020511, 8.2068164 50.0020609, 8.2068233 50.0020745, 8.2068201 50.0020879, 8.2067046 50.0022411, 8.2063758 50.0021425, 8.2063689 50.0021303, 8.2063471 50.0021156, 8.2063214 50.0021049, 8.2062909 50.0020989, 8.2062615 50.0020973, 8.2062299 50.002101, 8.2062243 50.0020916, 8.206194 50.0020978, 8.2061687 50.0021107, 8.2061496 50.0021265, 8.2061343 50.0021444, 8.2061283 50.0021536, 8.2060239 50.0021233, 8.2059482 50.0022205, 8.2057525 50.0021707))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5522629531, 5522629530, 7796889945, 5522629529, 7796889959, 7796889973, 5522629528, 7796889938, 7796889952, 7796889968, 7796889940, 7796889941, 7796889954, 7796889953, 7796889969, 5522629527, 7796889971, 7796889956, 7796889942, 5522629526, 5522629525, 5522629524, 5522629531]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,577100306,private,parking,,surface,"POLYGON ((8.2431074 49.9924269, 8.2431831 49.9922895, 8.2432735 49.992308, 8.2433942 49.9923375, 8.2433185 49.992475, 8.2431074 49.9924269))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5533296199, 5533296200, 5533296213, 5533296201, 5533296202, 5533296199]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,577100308,private,parking,,surface,"POLYGON ((8.2428058 49.9929601, 8.2430146 49.993031, 8.2432449 49.9927507, 8.2431341 49.9927098, 8.2430361 49.9926798, 8.2428848 49.992864, 8.2428693 49.9928831, 8.2428058 49.9929601))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5533296207, 5533296208, 5533297225, 5533297230, 5533297223, 5533297222, 5533296211, 5533296207]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,579966308,yes,parking,no,surface,"POLYGON ((8.2407638 49.9794969, 8.2408848 49.9792444, 8.2409447 49.9792563, 8.2410575 49.9792787, 8.2411109 49.9792892, 8.2409898 49.9795418, 8.2407638 49.9794969))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5553291307, 5553291308, 9803356514, 9803356515, 5553291309, 5553291310, 5553291307]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,580388916,private,parking,,surface,"POLYGON ((8.2892649 49.9771183, 8.289107 49.9773001, 8.2886292 49.977135, 8.2886007 49.9771727, 8.2890807 49.9773426, 8.2892458 49.9773987, 8.28943 49.9771744, 8.2892649 49.9771183))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5556133569, 5556139788, 5556139787, 5556139786, 5556133570, 5556133571, 5556133572, 5556133569]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,583233459,private,parking,,surface,"POLYGON ((8.2463094 49.9796511, 8.2464092 49.9796769, 8.2464991 49.9795332, 8.2463993 49.9795074, 8.246366 49.9795606, 8.2463094 49.9796511))",,,,,,,,Evangelische Philippus-Gemeinde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[2561155332, 5576047762, 1713118188, 5576047763, 2561155296, 2561155332]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,588007125,private,parking,,surface,"POLYGON ((8.2505331 49.9907206, 8.2505691 49.9905451, 8.2507847 49.9905541, 8.2507423 49.9907361, 8.2505331 49.9907206))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5616643636, 5616643637, 2229836010, 5616643638, 5616643636]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,603133447,private,parking,,surface,"POLYGON ((8.2429 49.9920386, 8.2431505 49.9921075, 8.2432241 49.9920013, 8.2429763 49.9919239, 8.2429 49.9920386))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5726629496, 5726629495, 5726629494, 5726629493, 5726629496]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,603133449,private,parking,,surface,"POLYGON ((8.2422846 49.9923379, 8.2426008 49.9924041, 8.2427018 49.9922049, 8.2423855 49.9921386, 8.2422846 49.9923379))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5726629500, 5726629499, 5726629498, 5726629497, 5726629500]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,603133451,private,parking,,surface,"POLYGON ((8.2418053 49.9929761, 8.2420673 49.993031, 8.2422761 49.9926186, 8.2420801 49.9925776, 8.2421037 49.9925309, 8.2420378 49.9925171, 8.2418053 49.9929761))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5726629504, 5726629503, 5726629502, 6628665849, 6628665850, 5726629501, 5726629504]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,603133452,private,parking,,surface,"POLYGON ((8.2381507 49.993072, 8.2382098 49.9929523, 8.2378662 49.9928821, 8.237807 49.9930019, 8.2381507 49.993072))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5726629508, 5726629507, 5726629506, 5726629505, 5726629508]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,603133453,private,parking,,surface,"POLYGON ((8.2373595 49.9940261, 8.2374932 49.9937623, 8.2374365 49.9937545, 8.2373027 49.9940182, 8.2373595 49.9940261))",,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5726629512, 5726629511, 5726629510, 5726629509, 5726629512]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,603159505,private,parking,,street_side,"POLYGON ((8.2372394 49.9942839, 8.2372591 49.9942445, 8.2373949 49.9942725, 8.2373752 49.994312, 8.2372394 49.9942839))",,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5726867991, 5726867990, 5726867989, 5726867988, 5726867991]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,608960293,customers,parking,,surface,"POLYGON ((8.1762233 49.9989973, 8.1762209 49.9991034, 8.1766883 49.9991061, 8.1767283 49.9990891, 8.1772612 49.9990929, 8.1773539 49.9990936, 8.1774553 49.9990181, 8.1774577 49.9988579, 8.1774143 49.9988577, 8.1773949 49.9988576, 8.177403 49.9985563, 8.1774024 49.9984979, 8.1776707 49.998499, 8.1776738 49.9984477, 8.177745 49.9984465, 8.1777447 49.9983829, 8.177739 49.9983511, 8.177719 49.9983303, 8.1776265 49.9983086, 8.1774284 49.9983477, 8.1767246 49.9985951, 8.1766966 49.9986088, 8.1766185 49.9986702, 8.1766292 49.9987097, 8.1766286 49.9987861, 8.1766271 49.9989985, 8.1762233 49.9989973))",,,4,,,,,,,,,,,,,,,,,,,,,,,asphalt,,,,,,,,,,,,,,,,,,,"[5113398107, 9051568357, 9051568356, 9051568358, 9051568359, 5768398542, 5113398088, 5113398101, 5113398100, 9051568380, 9362813566, 5768398541, 5768398540, 9051568360, 9051568361, 9051568362, 9051568363, 9051568364, 5768398539, 5768398538, 7242188333, 9051568366, 9051568365, 5113398103, 9362813568, 5113398102, 5113398107]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,609990392,customers,parking,,,"POLYGON ((8.2133874 50.0003312, 8.2134561 50.0003453, 8.2134913 50.0003528, 8.2133706 50.0005269, 8.2132244 50.000651, 8.2131359 50.0006071, 8.2133874 50.0003312))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5777275708, 9885098019, 5777275707, 5777275706, 5777275705, 5777275704, 5777275708]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,622002372,private,parking,,surface,"POLYGON ((8.2280971 49.9883133, 8.228423 49.9883823, 8.2284592 49.9883064, 8.2281857 49.988229, 8.2281454 49.9882176, 8.2280971 49.9883133))",,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5876005984, 5876006185, 5876006186, 5876006188, 5876006187, 5876005984]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,625746449,private,parking,,surface,"POLYGON ((8.2516462 49.9596202, 8.2517435 49.9594308, 8.2518088 49.9594468, 8.2517103 49.9596354, 8.2516462 49.9596202))",,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5907969001, 5907968996, 5907968995, 5907968994, 5907969001]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,625746450,private,parking,,surface,"POLYGON ((8.2512142 49.9595898, 8.2515346 49.9596621, 8.2515548 49.959624, 8.2512344 49.9595499, 8.2512142 49.9595898))",,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5907969000, 5907968999, 5907968998, 5907968997, 5907969000]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,629290650,private,parking,,,"POLYGON ((8.1705458 49.99047, 8.1706698 49.9902964, 8.1707809 49.9903292, 8.1706569 49.9905029, 8.1705458 49.99047))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5941351487, 5941351488, 5941351489, 5941351490, 5941351487]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,636793840,private,parking,,surface,"POLYGON ((8.2527145 49.9786937, 8.2529217 49.9787983, 8.2533977 49.9784083, 8.2532498 49.9783336, 8.2530575 49.9784911, 8.2529983 49.9784612, 8.2527145 49.9786937))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[6004484611, 6004484610, 6004484609, 6004484608, 6004484607, 6004484606, 6004484611]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,651894679,permissive,parking,,surface,"POLYGON ((8.2541301 49.9758272, 8.2539688 49.9756156, 8.253913 49.9756477, 8.2540188 49.9758072, 8.2541301 49.9758272))",,,,,,,,,,,,,,,,,,,,,,,no,,,gravel,,,,,,,,,,,,,,,,,,,"[6112517355, 6112517356, 6112517357, 6112517358, 6112517355]",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,651894680,yes,parking,no,lane,"POLYGON ((8.2546696 49.9754065, 8.2542701 49.9758635, 8.2543315 49.9758857, 8.254731 49.9754287, 8.2546696 49.9754065))",,,,,,,,,,,,,,,,,,,,,,,no,,,gravel,,,,,,,,,,,,,,,,,,,"[6112517359, 6112517360, 6112517361, 6112517362, 6112517359]",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,652239823,,parking,,,"POLYGON ((8.282769 49.976948, 8.2828073 49.9766883, 8.2826245 49.9766771, 8.2825863 49.9769368, 8.282769 49.976948))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[6115180270, 6115180271, 10282336169, 10282336168, 6115180270]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,653940830,private,parking,no,surface,"POLYGON ((8.2784226 49.9806257, 8.2787886 49.9806478, 8.2787807 49.980702, 8.2784146 49.9806799, 8.2784226 49.9806257))",,8,2,,,,,,,,,,,,,,,,,,,,,,,asphalt,,,,,,,,,,,,,,,,,,,"[6128173505, 6128173506, 6128173507, 5138671829, 6128173505]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,655566632,yes,parking,yes,surface,"POLYGON ((8.2710198 49.9948249, 8.2709899 49.9948013, 8.2711607 49.994712, 8.2711906 49.9947356, 8.2710198 49.9948249))",,7,,,,,,,,,,,,,,,,,,,,,,,,asphalt,,,,,,,,,,,,,,,,,,,"[6142039617, 6142039618, 6142039619, 6142039620, 6142039617]",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,658255077,permissive,parking,,surface,"POLYGON ((8.2565022 50.0066958, 8.256426 50.0066061, 8.2563073 50.006474, 8.2561114 50.0065497, 8.2560829 50.0065192, 8.2558173 50.0066217, 8.255931 50.0067433, 8.2559628 50.0067306, 8.2559923 50.0067189, 8.256002 50.006715, 8.2560274 50.0067061, 8.2561463 50.006665, 8.2562188 50.0067514, 8.2562622 50.0067354, 8.2562924 50.0067705, 8.2564511 50.006714, 8.2564743 50.0067058, 8.2565022 50.0066958))",,,,,,REWE Parkplatz,,,,,,,,,,,,,,,,,no,,,asphalt,,,,,,,,,,,,,,,,,,,"[2455395019, 6164373509, 6164367919, 6164367920, 6164367921, 6164367922, 6164367923, 7132682200, 7132682204, 7132682213, 6164378368, 6164367924, 6164367925, 2455395022, 2455395025, 7132682215, 7132682198, 2455395019]",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,661309771,private,parking,no,surface,"POLYGON ((8.252788 50.0112904, 8.2524916 50.0110258, 8.2523777 50.0110785, 8.2523481 50.0110938, 8.2524239 50.0111563, 8.2525552 50.0112663, 8.2525208 50.0112815, 8.2526082 50.0113735, 8.252788 50.0112904))",,,,,,,,LDI,,,,,,,,,,,,,,,no,,,paved,,,,,,,,,,,,,,,,,,,"[6191162267, 6191162268, 6191162272, 6191162269, 6191162275, 6191162276, 6191162277, 6191162270, 6191162267]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,667139959,customers,parking,no,surface,"POLYGON ((8.2683171 49.9758662, 8.2682106 49.9760993, 8.2683499 49.9760478, 8.2684465 49.9758393, 8.2683171 49.9758662))",,,,,none,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,"[6246502598, 6246502597, 6246502596, 6246502595, 6246502598]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,667143351,private,parking,,multi-storey,"POLYGON ((8.2635138 49.9774633, 8.2636042 49.9780748, 8.2638435 49.9780602, 8.2637531 49.9774487, 8.2636328 49.977456, 8.2635138 49.9774633))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[287770457, 6246524951, 6246524950, 6246524949, 6971738957, 287770457]",,parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,667143364,permissive,parking,,rooftop,"POLYGON ((8.2646793 49.977431, 8.2646755 49.9774025, 8.2646706 49.9773514, 8.2646628 49.9773071, 8.2646592 49.9772799, 8.2639162 49.9773209, 8.2638488 49.9773695, 8.2639144 49.9778321, 8.2641457 49.9778175, 8.2640992 49.9774644, 8.2646793 49.977431))",,,,,,Studentenwohnheim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[6246524979, 6246524964, 287770448, 6246524962, 6246524978, 6246524977, 6246524976, 6246524975, 6246524974, 6246524973, 6246524979]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,667153721,,parking,,surface,"POLYGON ((8.265337 49.9759578, 8.2658676 49.9760539, 8.2658231 49.9761554, 8.2659765 49.9761832, 8.2662543 49.9755489, 8.2661812 49.9755357, 8.2662008 49.9754911, 8.2655899 49.9753804, 8.265337 49.9759578))",,,,,none,,,,,,,,,,,,,,,,,,no,,,gravel,,,,,,,,,,,,,,,,,,,"[6246589089, 6246589088, 6246589087, 6246589086, 6246589085, 6246589084, 6246589083, 6246589082, 6246589089]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,675866060,private,parking,,surface,"POLYGON ((8.2570519 49.9570331, 8.2566871 49.95697, 8.2570712 49.9560506, 8.257436 49.9561137, 8.2570519 49.9570331))",,,,,,,,,,,,,,,,,,,,,,,,,,asphalt,,,,,,,,,,,,,,,,,,,"[6329576417, 6329576418, 6329576419, 6329576420, 6329576417]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,683286998,private,parking,,surface,"POLYGON ((8.2547375 50.0039043, 8.2547837 50.0038817, 8.2552654 50.003638, 8.255819 50.0033625, 8.2559157 50.0034521, 8.2553395 50.0037492, 8.2554309 50.003815, 8.255276 50.0039206, 8.2551533 50.0038396, 8.2548462 50.0039891, 8.2547375 50.0039043))",,,,,,,,,,,,,,,,,,,,,,,,Parkplatz B&B Mainz Hbf,,,,,,,,,,,,,,,,,,,,,"[6399965673, 2317517824, 6399947096, 6399965674, 6399965675, 6399965676, 6399965677, 6399965678, 6399965679, 6399965680, 6399965673]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,686814463,private,parking,no,surface,"POLYGON ((8.2350229 49.9986585, 8.2350844 49.9986065, 8.2348544 49.9984974, 8.2348363 49.9985112, 8.2348205 49.9985679, 8.2348409 49.9985768, 8.2348866 49.9985967, 8.2349041 49.9986044, 8.2350229 49.9986585))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1670967819, 6438021605, 6438021606, 6438021607, 6438021608, 6438021609, 6438021610, 1670967788, 1670967819]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,686814478,yes,parking,no,surface,"POLYGON ((8.2340778 49.9988885, 8.2341462 49.998917, 8.23434 49.9987506, 8.2343219 49.9986709, 8.2340778 49.9988885))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[6438021649, 6438021650, 6438021651, 6438021652, 6438021649]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,686838263,,parking,,street_side,"POLYGON ((8.2357503 49.9962149, 8.2363192 49.9963428, 8.2363449 49.9963639, 8.2363653 49.9963872, 8.2363776 49.9964117, 8.2358609 49.9962973, 8.2358273 49.9962871, 8.2358087 49.9962746, 8.2357503 49.9962149))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[6438189393, 6438189394, 6438189395, 6438189396, 6438189397, 6438189398, 6438189399, 6438189400, 6438189393]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,686838264,private,parking,,,"POLYGON ((8.2368015 49.9957408, 8.2369609 49.9954301, 8.2369304 49.9954237, 8.2369077 49.9954679, 8.2367857 49.9954421, 8.2366491 49.9957085, 8.2368015 49.9957408))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[6438189403, 6438189404, 6438189416, 6438189415, 6438189405, 6438189406, 6438189403]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,688338933,private,parking,no,surface,"POLYGON ((8.2280627 50.0020733, 8.2281137 50.0020088, 8.2286669 50.0022483, 8.2286072 50.0022751, 8.2284065 50.0021912, 8.2280627 50.0020733))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[6454332930, 6454332929, 6454332931, 896561486, 6454332932, 6454332930]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,688405670,customers,parking,no,surface,"POLYGON ((8.2391178 50.0059755, 8.2391024 50.0059156, 8.2392963 50.0058884, 8.2393627 50.0059349, 8.2391178 50.0059755))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[6455301908, 6455301909, 6455301910, 6455301911, 6455301908]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,688405671,private,parking,,street_side,"POLYGON ((8.2380063 50.0056294, 8.2378992 50.0052661, 8.237821 50.0049643, 8.2377675 50.0046576, 8.2376897 50.0046651, 8.237739 50.0049834, 8.23788 50.0055131, 8.2379146 50.0056151, 8.2379755 50.0056279, 8.2380063 50.0056294))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[6455301916, 6455301923, 6455301924, 6455301917, 6455301918, 6455301919, 6455301920, 6455301921, 6455301922, 6455301916]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
